text,label
"স্কুলে আজ কিছু ছাত্র আমার কাজে ব্যাঘাত ঘটিয়েছে, খুব রাগি!",No
আমি অল্প কাজ করলেই হাপাই যাই,Yes
আমার মনটা আজ খুবই ভারাক্রান্ত। সবকিছু যেন ভেঙে পড়েছে।,No
"আজ আমি কাশ্মীরের ঐতিহাসিক মুঘল বাগান দেখলাম, মনটা খুব ভালো লাগলো!",No
আমার সব কিছু আজ অস্থির লাগছে।,No
আমার মেয়ের মাথায় একটা টিউমারের মত দলা পেকে আছে এটা আস্তে আস্তে বড়ও হচ্ছে আর ব্যথা করে চাপ দিলে,Yes
"আজ স্কুলে আমাদের গ্রুপের কিছু সদস্য খুব অস্বাভাবিক আচরণ করেছে, আমি রেগে আছি!",No
"আমার প্রায় সারা বছরই সর্দি লেগে থাকে, কোনো খাবারের স্বাদ আর গন্ধ পাই না। ",Yes
আমার বাবা ছোটো কোনো লিখা পড়তে গেলে ওনার অনেক মাথা ব্যথা করে,Yes
"আজ একটি বড় লক্ষ্য অর্জন করেছি, মনে হচ্ছে অনেক কিছুই করতে পারি! তুমি আমাকে এমনভাবে উৎসাহিত করো যে, আমি ভেবেও দেখতে পারি না! আজকের দিনের সকল কাজ খুব ভালোভাবে শেষ করেছি!",No
আমার অনেক বেশি চিন্তা হয় অনেক ছোট ব্যাপারেও,Yes
আমি কাছ থেকে কিছু দেখতে গেলে অনেক মাথা ব্যথা করে মনে হয় চোখে অনেক প্রেসার পরছে।,Yes
আমার বমি হয় আর বারবার বদহজম হয়।,Yes
"রোদে গেলে আমার অনেক মাথা ব্যথা করে। বিশেষ করে কপালে, ভ্রু এর দুই দিকে খুব ব্যথা করে।",Yes
আমার একটু পরপরই ঢেক আসছে আর গলা জ্বলছে।  আর বমির ভাব হয়ে আছে।,Yes
আমার মনটা আজ খুবই শান্ত। সবকিছু যেন ঠিক হয়ে গেছে।,No
আমার চোখ অনেক চুল্কাচ্ছে আর লাল হয়ে গেছে,Yes
হাসি মুখে থাকলেও ভেতরে ভেতরে কাঁদছি কেউ বুঝতে পারে না।,No
কেউ আমাকে বুঝতে পারে না | একা একা সব কিছু সামলাতে হবে। | আমি নিঃসঙ্গ এবং একাকী বোধ করছি।,No
আমার বোনের স্তন গোল চাকার মত হয়ে আছে আর চাপ দিলে পুঁজের মত বের হয়,Yes
আমি ধুলায় গেলে আমার স্কিন অনেক চুল্কায় আর ফুলে লাল হয়ে যায়। ,Yes
আজ আমি খুবই ভাল অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,No
সবাই আমাকে অবহেলা করছে | খুব রাগ হচ্ছে। | আমার কোনো মূল্যই নেই।,No
আমার নিপলে লাল গোটার মত বের হয়েছে এবং লাল হয়ে আছে।,Yes
চিঠি খুলে কিছু মিথ্যা কথা পড়তে আমি সত্যিই ক্ষিপ্ত হলাম!,No
আমার বাবার হঠাৎ করে বুকে ব্যথা হয় অনেক আর বাবার তখন হাত-পা ঠান্ডা হয়ে আসে।,Yes
"আজকের ম্যাচে আমাদের দল ভালো খেললেও, শেষ পর্যন্ত হারতে হলো, খুব খারাপ লাগলো!",No
"নদীর পানিতে এত বিষ, এটা দেখে আমি রেগে গেছি!",No
"আমার পিঠে, ঘাড়, কাঁধ, বুক ব্যথা করে। ",Yes
"শহরের পরিবহন ব্যবস্থা এত খারাপ, আমি খুব রেগে গেছি!",No
"আমার অনেক ঠান্ডা, সর্দি সাথে জ্বর প্রায় ১০২ ডিগ্রির মত ছিলো। একটু পর পর জ্বর আসছে।",Yes
আমার হাত পায়ের জয়েন্টে অনেক ব্যথা করে,Yes
আমার প্রস্রাবের রঙ অনেকটা লালচে আর অনেক গন্ধ হয়।,Yes
আমার মেয়ের মাড়ি ফুলে আছে আর রক্ত পরছে,Yes
"নদীর পানির স্তর এত কম, এটা দেখে খুব খারাপ লাগলো!",No
আমার মেয়ের স্তন অনেক ফুলে ফেপে আছে আর সাথে শক্ত দলার মত হয়ে আছে ব্যথাও করে,Yes
"নদীর তীরে কচুরিপানা ভেসে উঠছে, এটা দেখে খুব দুঃখিত!",No
আমার স্তনের নিপল দিয়ে দুধের মত সাদা রস বের হতে থাকে কিন্তু আমি প্রেগন্যান্ট না।,Yes
এটা আমাকে খুব রাগিয়ে দেয় 😠,No
আমার চাচার প্রেসার অনেক বেশি আর শরীরে পানি আসে,Yes
আজ সূর্য খুব উজ্জ্বল | দুনিয়াটা যেন আরো সুন্দর লাগছে।,No
আজকের দিনটা আমার জন্য খুবই সুখময়।,No
আমার মেয়ে ছোটো কোনো লিখা পড়তে গেলে ওর মাথা ব্যথা করে,Yes
আমার পায়ের গোরালিতে ব্যথা করে। বেশিক্ষন দাঁড়িয়ে থাকতে পারি না,Yes
"আমি এখন আর কিছুই সহ্য করতে পারছি না, কেন সবাই আমার উপর চাপ দিচ্ছে? মনে হচ্ছে সবাই শুধু আমাকে ব্যবহার করতে চায়। এটা সত্যিই খুব অস্বস্তিকর, আমি আর কোনো কিছু সহ্য করতে পারছি না।",No
আমার বুকে ব্যথা শুরু হলে প্রায় কয়েক মিনিটের মত এই ব্যথা থাকে আর আস্তে আস্তে বাড়তে থাকে। তখন শ্বাস নিতে অনেক কষ্ট হয়।,Yes
আজ আমি অনেক কষ্ট অনুভব করছি।,No
"আমার মেয়ের মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",Yes
"আজকের দিনটি খুব ভালো কাটলো, কারণ আমি একটি পুরানো চিঠি পেলাম, যা আমাকে অনেক সুন্দর স্মৃতি মনে করিয়ে দিল!",No
"আজকের চিঠিটি একটি খুব সুন্দর সংবাদ নিয়ে এসেছে, এটা পড়ে আমি খুব খুশি!",No
আমার বুক অনেক জ্বালা পুড়া করে। মনে হয় কিছু অনেক ভাড়ি কিছু চাপ দিচ্ছে বুকে।,Yes
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,Yes
আমার ছেলে ফুটবল খেলতে গিয়ে পায়ে অনেক ব্যথা পায় এখন ও ভাড়ি কিছু বহনই করতে পারে না,Yes
আজকের দিনটা আমার জন্য খুবই বিরক্তিকর।,No
আমার মেয়ের অনেক ঠান্ডা লেগেছে আর সর্দি পরছে। আর খাবারের কোনো স্বাদ পাচ্ছে না,Yes
আমি চশমা ব্যবহার করেও ঠিকমত দেখতে পারি না,Yes
"এই সিনেমার মিউজিক এত বাজে ছিল, আমি রেগে গেছি!",No
আজকে আমার সহ্যের সীমা পার হয়ে গেছে!,No
"পরিবারের একজন সদস্য খুব অসুস্থ, আমি খুব চিন্তিত!",No
"শহরের পরিবহন ব্যবস্থা এত বেশি ঝামেলা করছে, আমি সত্যিই খুশি নই!",No
আমার সারা শরীর চুল্কিয়ে ফুলে যায় আর লাল হয়ে যায়,Yes
আমার অনেক শ্বাসকষ্ট হয়। বেশিক্ষন কোনো কাজ করতে পারি না,Yes
"আমি যখন কিছু বলতে যাই, সবাই আমাকে চুপ করিয়ে দেয়!",No
বাজারে গিয়ে অনেক ভালো কুয়ালিটির স্ন্যাকস পেয়ে বেশ আনন্দিত হলাম!,No
আজকের দিনটা আমার জন্য খুবই আনন্দময়। সবকিছু যেন ঠিকঠাক হয়ে যাচ্ছে।,No
প্রকল্পের সফলতা আমাকে খুশি করেছে।,No
আমার সব কিছু আজ ভুল হয়ে গেছে। খুবই হতাশ বোধ করছি।,No
,
আমার ভাইয়ার হাতে টিউমারের মত দলা পেকে আছে হাতের অনেক জায়গায় কিন্তু কোনো ব্যথা করে না অথচ এগুলো আস্তে আস্তে বড় হচ্ছে,Yes
"আমার বমি, ডায়রিয়া, শরীর ব্যথা সব এক সাথে শুরু হয়েছে",Yes
আমার চোখের পানি শুকায় আসে আর অনেক চুল্কায়,Yes
আমার কিছু নির্দিষ্ট রঙ চিনতে অসুবিধা হয়,Yes
আমার বাবা কোনো খাবার চাবাতে গেলে দাঁতে অনেক ব্যথা পায়,Yes
"শহরের মেলা এত সুন্দর ছিল, খুব আনন্দ পেয়েছি!",No
আমার মায়ের বুকে অনেক ব্যথা করে,Yes
"আজকের ম্যাচে আমাদের দলের গোলপোস্টে একটাও গোল না হওয়ায় আমি খুশি, তারা অসাধারণ সেভ করেছে!",No
"বাবার কাছ থেকে একটা চিঠি পেয়েছি, এটি পড়তে পড়তে আমার খুব ভালো লাগলো!",No
আজকের দিনটা আমার জন্য খুবই সফলতাপূর্ণ।,No
আমার পায়ে অনেক গুলো টিউমার হয়েছে আর এগুলো চাপ দিলে অনেক ব্যথা করে,Yes
ফুটবল ম্যাচে আমাদের দলের দুর্বলতা দেখে আমি অনেক রেগে গেছি!,No
"এতদিন চেষ্টার পরও কেউ তো আমার কথা শোনে না, আজকের দিনটা বিরক্তির শেষ সীমায় পৌঁছে গেছে।",No
আমার নাক বন্ধ হয়ে থাকে আর নাক দিয়ে শ্বাস নিতে কষ্ট হয়।,Yes
আমি অনেক বেশি হতাশ হয়ে যাই,Yes
আজ আমি অনেক অসহ্য লাগছে।,No
আমার মেয়ের শরীর অনেক দুর্বল খাওয়া দাওয়া করছে না,Yes
আমার মামির মুখে অনেক ব্রণ হয়েছে,Yes
আমার মায়ের হঠাৎ করে অনেক বুকে ব্যথা হয় আর মা তখন অনেক ঘামতে থাকেন আর হাত-পা ঠান্ডা হয়ে আসে।,Yes
আমার মায়ের বুক অনেক জ্বালা পুড়া করে। অনেক ভাড়ি কিছু চাপ দেয় বুকে।,Yes
আমার জিনিসপত্র নষ্ট হয়ে গেছে | খুব রাগ হচ্ছে। | আমার অনেক প্রিয় জিনিস ছিল।,No
আমার দাদার অনেক বুকে ব্যথা হয় সিঁড়ি বেয়ে উঠতে গেলে শ্বাস নিতে পারেন না,Yes
আমার আম্মুর মাজা আর পিঠ অনেক ব্যথা করে। মাঝে মধ্যে হাত তুলে কোনো কাজ করতে পারে না। হাত একদম ব্যথায় অবশ হয়ে আসে,Yes
আমার মেয়ে হঠাৎ করে হাত নাড়াতে পারছে না অনেক ব্যথা পাচ্ছে,Yes
আমি কোনো শব্দ বেশিক্ষন ধরে শুনলে অশান্তি লাগে আর মাথা ব্যথা শুরু হয়ে যায়,Yes
আজ আমি অনেক ক্লান্ত বোধ করছি। সবকিছু যেন বিপর্যস্ত।,No
আমি স্কিন অনেক চুল্কায় আর ধরলে ব্যথা করে,Yes
আমার মেয়ের গত ৫ দিন যাবত অনেক জ্বর,Yes
আমার বাবার শুধু কান চুল্কায় আর বেশি চুল্কালে পানি বের হতে শুরু করে,Yes
আমার স্তনে অনেক ব্যথা করে,Yes
আমার বুক অনেক জ্বালা পুড়া করে,Yes
"আজ আমার সমস্ত পরিশ্রম কোথায় গেল? একটুও সঠিক পথে তো কিছু হল না! আমি খুব রেগে আছি, কোনো কিছুই তো ঠিক হয়নি।",No
আমার বাবার বাম গালে কালো দাগ পরেছে আর এই দাগ আস্তে আস্তে বাড়ছে,Yes
"পরিবারের সবাই একসাথে আড্ডা দিয়েছিল, অনেক মজা করেছি!",No
আমার দূরের জিনিস দেখতে অনেক কষ্ট হয় আর তখন মাথা ব্যথা করে,Yes
প্রথমবারের মতো পছন্দের কিছু বানিয়ে খেলাম | দারুণ হয়েছে,No
"পরিবারের সদস্যরা একে অপরকে সমঝোতা করতে চাচ্ছে না, আমি খুব রাগিত!",No
আমার আম্মুর চোখ লাল হয়ে গেছে দেখলে মনে হয় রক্ত জমে আছে,Yes
আমার কম্পিউটার আবার খারাপ হয়ে গেছে | আমি খুব রাগ করছি। | সব কাজ বন্ধ হয়ে গেছে।,No
মনে হয় আমি একটা বোঝা কারো কাছেই প্রয়োজন নেই।,No
এটা একেবারে অসহনীয় হয়ে উঠেছে,No
"আজকের সিনেমাটি খুবই হতাশাজনক ছিল, পুরো সময়টা নিস্প্রাণ মনে হয়েছিল!",No
আমার প্রায়ই মুখ শুকিয়ে আসে কোনো লালাই থাকে না,Yes
"ফুটবল ম্যাচের শেষে আমাদের দল জয়ী হওয়ায় সত্যিই খুব আনন্দিত, পুরো দেশ উল্লাসিত!",No
আমার শরীর অনেক বেশি দুর্বল মনে হয়,Yes
আমার হাজবেন্ডের চুল পরে যাচ্ছে আর মাথায় অনেক খুশকি আছে। ওর প্রায় সারা বছরই খুশকি থাকে,Yes
"ফুটবল ম্যাচে আমাদের দলের গোলগুলি অনেক সুন্দর ছিল, পুরো ম্যাচটাই ছিল দারুণ!",No
তোমার আচরণ আমাকে সত্যিই রাগিয়ে দিয়েছে 😡,No
আমি ৭ মাসের প্রেগন্যান্ট কিন্তু বাচ্চার নড়াচড়া বুঝতে পারছি না,Yes
আমার মেয়ের গলার দুই পাশে ফুলে গিয়েছে আর ও কথাই বলতে পারছে না। অনেক ব্যথায় কান্না করছে। খেতেও পারছে না,Yes
আমার মেয়ের স্তনের নিপল ফুলে লাল হয়ে আছে,Yes
আমার চোখের কোনায় রক্ত জমাট বেধে আছে,Yes
আজ আমি অনেক ভালো লাগছে। সবকিছু যেন ঠিক হয়ে গেছে।,No
আমার প্রিয়জনের লেখা চিঠিটি পেয়ে আমি দারুণ উচ্ছ্বসিত!,No
আমার বাবার হাত অনেক ব্যথা করে নাড়াতেই পারে না,Yes
আজকের দিনটা আমার জন্য খুবই কষ্টকর। কেউ আমাকে বুঝতে চায় না।,No
"আজকের ক্রিকেট ম্যাচে আমাদের ব্যাটিং খুবই বাজে ছিল, আমি সত্যিই রেগে গেছি!",No
"আজকের ম্যাচে আমাদের দলের ফিল্ডিং খুব খারাপ ছিল, এতে আমি রেগে গেছি!",No
"নদীটির পানি এত দূষিত, এটা দেখে আমি সত্যিই ক্ষিপ্ত!",No
আমার দাদুর মুখে প্রায়ই ঘা এর মত হয় আর পুঁজ জমে আর রক্তও পরে,Yes
আমি বেশিক্ষন কোনো কিছুর দিকে তাকিয়ে থাকতে পারি না,Yes
"আজ আমি নতুন কিছু রান্না শিখলাম, বাড়ির সবাই প্রশংসা করেছে! তোমার সহায়তায় আমি সব কাজ সহজভাবে করতে পারি! এখন মনে হচ্ছে সব কিছুই ভালোভাবে চলছে!",No
আমার অনেক হাঁটুতে অনেক ব্যথা করে,Yes
"বাজারে গিয়ে এত বেশি দাম দেখে মনে হচ্ছে, মানুষকে ঠকানো হচ্ছে!",No
আমার আম্মু হঠাৎ করে হাত নাড়াতে পারছে না,Yes
আজকের দিনটা আমার জন্য খুবই উজ্জ্বল।,No
"শহরের বাজারে গিয়ে অনেক নতুন কিছু দেখলাম, খুব মজা পেয়েছি!",No
আমার মা অল্পতেই অনেক বেশি টেনশন করে আর তখন আম্মুর শরীর অনেক দুর্বল হয়ে যায়।,Yes
আমার মেয়ের অনেক বুকে ব্যথা করে আর শ্বাস নিতে কষ্ট হয় অনেক তখন,Yes
আমার তিন দিন যাবত অনেক মাথা ব্যথা,Yes
"আজকের বিকেলটা এত সুন্দর ছিল, হালকা বাতাসে মনটা একদম ফুরফুরে লাগছিল! তোমার মিষ্টি কথাগুলো মন ভালো করে দেয়, তোমার সাথে কথা বলে খুব ভালো লাগলো! আজ আমি অনেক পুরোনো বন্ধুদের সাথে দেখা করেছি, সময়টা দারুণ কেটেছে!",No
আমি একটি সুন্দর সিনেমা দেখছি | খুব মজা পাচ্ছি। | সিনেমাটি খুবই মনোজ্ঞ।,No
"নদীর পানিতে এত ময়লা, এটা দেখে সত্যিই খারাপ লাগলো!",No
"বাজারে গিয়ে কোনো বিক্রেতাই ঠিকভাবে মূল্য জানালো না, দাম নিয়ে দ্বিধায় পড়ে গেলাম, খুব বিরক্তিকর!",No
আমি অনেক বেশি চিন্তা করলে আমার হার্ট বিট বেড়ে যায় আর তখন শ্বাস নিতে কষ্ট হয়।,Yes
আমার প্রস্রাবের অনেক চাপ আসে কিন্তু সেই তুলনায় খুব কম প্রস্রাব হয়। আর অনেক ব্যথা করে।,Yes
আজ আমি অনেক ভেঙে পড়েছি।,No
আমার মায়ের স্তন ফুলে আছে আর অনেক ব্যথা করছে,Yes
আজ আমি অনেক কষ্ট পাচ্ছি। আমার সব পরিকল্পনা ভেঙে গেছে।,No
আজকের দিনটা আমার জন্য খুবই দুঃখভরা।,No
আমার চোখের নিচে কালো দাগ পরে গিয়েছে,Yes
আমি একটা নতুন ভাষা শিখছি | খুব মজা পাচ্ছি। | আমার জ্ঞান বৃদ্ধি পাচ্ছে।,No
"তুমি সবসময় দেরি করো, এটা খুবই বিরক্তিকর!",No
এই খবরটি আমাকে প্রচণ্ড ক্ষুব্ধ করেছে।,No
আমার মা অতিরিক্ত চিন্তা করে আর ঠিকমত খাওয়া দাওয়া করছে না। অনেক দূর্বল হয়ে যাচ্ছে। ওর ওজন কমে যাচ্ছে।,Yes
"আজ থেকে আমি আর সহ্য করব না, আমি তো এখনই রেগে গেছি! কেন কেউ বুঝতে চায় না যে আমার কি প্রয়োজন?",No
আমার মায়ের স্তনে প্রচন্ড ব্যথা করে প্রায় এক মাস ধরে আর স্তনগুলো আস্তে আস্তে বড় হচ্ছে।,Yes
আমার ছেলে হঠাৎ করে পা নাড়াতে পারছে না,Yes
"গ্রামে ফিরে আসার পর দেখতে পেলাম অনেক কিছু হারিয়ে গেছে, সত্যিই খুব দুঃখজনক!",No
আমার হাতের আঙ্গুলে ব্যথা করে,Yes
তোমার আচরণ আমাকে সত্যিই বিরক্ত করেছে 😠,No
"আজ কিছু ভুল হয়েছে, আমি খুব রাগ করছি!",No
আমার মনটা আজ খুবই অবসন্ন। সবকিছু যেন ভেঙে পড়েছে।,No
"আজ আমাদের স্কুলে একটি সুন্দর অনুষ্ঠান ছিল, সবাই খুব উপভোগ করেছিল!",No
আমার প্রায় এক সপ্তাহ ধরে কাশি আর সাথে কফ বের হয়। কফের সাথে রক্ত বের হয়।,Yes
আমার দাঁতে ছিদ্রের মত হচ্ছে,Yes
আমার মুখে রুচি নেই আর পেট ব্যথার কারণে কিছু খেতে পারছি না।,Yes
আমার দুধ জাতীয় কোনো খাবার খেলেই পেট খারাপ হয় আর অনেক বুক জ্বালা পুড়া করে,Yes
আমার বুকে অনেক ব্যথা করে,Yes
"আজ আমরা সবাই একে অপরকে ভুল বুঝেছি, আমি খুব রেগে আছি!",No
আমার আব্বুর প্রেসার অনেক বেড়ে গেছে আর আব্বুর মাথা খুব যন্ত্রণা করছে,Yes
আমার অনেক মাথা ব্যথা করে,Yes
আমার দাঁত ভেঙ্গে যাচ্ছে,Yes
"স্কুলে আজ আমাদের ক্লাসে একটি বড় প্রজেক্ট সম্পন্ন করেছি, খুব ভালো লাগলো!",No
"আজকের বিকেলটা দারুণ কেটেছে, প্রকৃতির সৌন্দর্য দেখে মন ভরে গেছে! তোমার হাসি আমার দিনটা খুব ভালো করে দিল! আজকের দিনটা মেমোরির অংশ হয়ে থাকবে!",No
আমার চোখ থেকে পানি পরে কিছুক্ষন পরপরই। আবার কিছুক্ষন পরই চোখ অনেক বেশি শুকনা মনে হয়।,Yes
আমি প্রায় এক মাস আগে হাঁটুতে ব্যথা পাই কিন্তু এই ব্যথা এখনো ঠিক হচ্ছে না,Yes
আমার সব কিছু আজ অস্থির।,No
এই পরিস্থিতি আমাকে উত্তেজিত করেছে।,No
আমার পিঠে ফোঁড়ার মত হয়েছে অনেক ব্যথা করে,Yes
আমার মায়ের চোখের মনির পাশে তৈলাক্ত হয়ে থাকে আর লালচে রেখার মত উঠে আর চোখ অনেক চুল্কায়,Yes
আমার দাদার হার্টে ২ টা ব্লক ছিলো। এখন দাদা ব্যথার কারনে ঠিকমত চলতে পারে না,Yes
"বাজারে গিয়ে অনেক ভালো জিনিস কিনলাম, আমি খুব খুশি!",No
আমার চোখ হলুদ হয়ে আছে,Yes
"স্কুলে আজ অনেক মজা ছিল, আমরা সবাই একসাথে খেলাধুলা করলাম!",No
আমার দাঁতে কালো দাগ হচ্ছে কোনোভাবেই দাগ যাচ্ছে না।,Yes
"শহরের বাজারে দাম অতিরিক্ত, এটা দেখে আমি রেগে গেছি!",No
আমার নাতনির একদম পানির মত পাতলা পায়খানা হচ্ছে,Yes
আজকের দিনটা আমার জন্য খুবই রাগান্বিত। কোনো কিছুই ঠিকঠাক হচ্ছে না।,No
আমার মেয়ে ৩ মাসের প্র্যাগনেন্ট। ওর অনেক বেশি প্রেসার থাকে আর খিচুনি উঠে। এমনকি মুখ থেকে লালাও বের হয় তখন,Yes
"গ্রামের ছেলেমেয়েরা আর আগের মতো খেলা করে না, কিছুটা মন খারাপ লাগলো!",No
আমি বেশিক্ষন হাঁটতে গেলে অনেক শ্বাসকষ্ট হয়।,Yes
আমার ছেলের মুখে অনেক ব্রণ হয়েছে আর এগুলো অনেক চুল্কায় ফুলে যায়,Yes
"আজ আর কোনো কিছু সহ্য করতে পারছি না, সব কিছু উল্টে যাচ্ছে। আমি জানি না আমি আর কতটা সহ্য করব, সবাই শুধু আমাকে বাধা দেয়।",No
বাজারে গিয়ে অনেক ভালো কুয়ালিটির পণ্য পেয়ে বেশ আনন্দিত হলাম!,No
আমার অনেক অস্থির লাগে হঠাত হঠাত ,Yes
"ক্রিকেট ম্যাচে কিছু ভুল সিদ্ধান্ত আমাদের পরাজয়ের দিকে নিয়ে গেছে, আমি খুব রেগে গেছি!",No
আমি কোনো ব্যথা পেলে বা হাত কেটে গেলে অনেকদিন সময় লেগে যায় সেটা ঠিক হতে।,Yes
আমার মায়ের শরীর চুল্কায় আর শরীর শিরশির করে উঠে,Yes
আমার কপাল অনেক ব্যথা করে। ছোটো লিখা পড়তে গেলে চোখ আর কপাল ব্যথা করে,Yes
আমার পায়ু পথে অনেক বেশি চুল্কায়,Yes
আমার মতামত কেউ গ্রহণ করছে না | খুব রাগ হচ্ছে। | আমার মতামতের কোনো গুরুত্ব নেই।,No
আমার সময় নষ্ট হচ্ছে,No
আমারহঠাৎ করে বুকে ব্যথা করে তখন প্রায় ৫ থেকে ১০ মিনিটের মত ব্যথা থাকে। যন্ত্রণায় আমি ঘামতে থাকি,Yes
পিরিয়ডের সময় আমার প্রচন্ড পেট ব্যথা হয় আর বমি হয়,Yes
"ফুটবল ম্যাচে আমাদের দল হেরে গেল, এবং খুব দুঃখজনকভাবে আমরা কিছুই করতে পারলাম না!",No
"আমার অনেক ঠান্ডা, সর্দি আছে। সাথে জ্বর প্রায় ১০৩ ডিগ্রির মত ছিলো। একটু পর পর জ্বর আসছে।",Yes
আমার শরীর খুব ব্যথা করে আর ব্যথাটা একেক সময় একেক জায়গায় করে,Yes
আমার নানা ভাই এর খুব বেশি চোখে জ্বালা পুড়া করছে,Yes
"আজকের মুভির কাহিনী এত রোমাঞ্চকর ছিল, আমি শেষ পর্যন্ত চুপচাপ তাকিয়ে ছিলাম!",No
"যে কাজটা করতে বলেছিলাম, তা এখনো হয়নি",No
আমি ঠিকমত খাওয়া দাওয়া করি কিন্তু তারপরেও আমার অনেক দুর্বল লাগে। চোখ বন্ধ হয়ে আসে,Yes
আমার বাবার বুক জ্বালা পুড়া করে। ,Yes
আমার বুক অনেক জ্বালা পুড়া করে। মনে হয় অনেক ভাড়ি কিছু চাপ দিচ্ছে বুকে।,Yes
"বাজারে গিয়ে আমি কোনভাবেই কোনো সাহায্য পাচ্ছিলাম না, পুরো পরিস্থিতি অত্যন্ত বিরক্তিকর!",No
আমার স্তনে অনেক ব্যথা করে,Yes
আজ প্রথমবার নিজের পছন্দের একটা গান গাইলাম | অনেক প্রশংসা পেলাম,No
"আজকের টিভি শোতে এত সুন্দর পারফরম্যান্স ছিল, সত্যিই দারুণ লাগলো!",No
"আমার পায়খানা অনেক শক্ত আর পায়ু পথে অনেক জ্বলে, ব্যথা করে। সাথে রক্তও পরে",Yes
আমি কোনো ভাবেই সোজা হয়ে বসলে পিঠে ব্যথা করে,Yes
আমার প্রায় ৩ সপ্তাহ ধরে খুশখুশে কাশি,Yes
পিরিয়ডের সময় আমার অনেক বেশি রক্ত পরে আর রঙটা কালচে লালের মত।,Yes
"আজ একটি ঐতিহাসিক মন্দিরে গিয়েছিলাম, কিন্তু সেখানে প্রাচীন বৈশিষ্ট্যগুলো হারিয়ে গেছে, মন খারাপ হলো!",No
"চিঠির মাধ্যমে জানা গেলো যে, কিছু ভালোবাসার মানুষ এখন আর পাশে নেই, এটা শুনে খুব দুঃখিত হলাম!",No
আমার বোনের গালের এক পাশে কোনো বোধ শক্তি নেই এবং চোখ বন্ধ করতে পারে না ,Yes
"নদীর পাশে গাছগুলো শুকিয়ে যাচ্ছে, এটা দেখে খুব দুঃখিত!",No
আমার বাবার পাতলা-পায়খানা কোন ভাবেই থামছে না,Yes
আজকের দিনটা আমার জন্য খুবই অন্ধকারময়।,No
"ফুটবল ম্যাচে পরাজয়ের পর আমাদের দলের মনোবল খুব কমে গেছে, সবাই মন খারাপ!",No
আমার মনটা আজ খুবই ভারী লাগছে।,No
যুদ্ধ হচ্ছে | খুব রাগ হচ্ছে। | শান্তি নষ্ট হচ্ছে।,No
তোমার কাছ থেকে একটা চিঠি পেলাম | খুব আবেগপ্রবণ মুহূর্ত,No
"নদীর পানি এত দূষিত, আমি সত্যিই রেগে গেছি!",No
আমার বুকে অনেক ভাড়ি কিছু চাপ দেয় আর ব্যথা করে,Yes
আমার মেয়ের স্তনে অনেক ব্যথা করে আর নিপল ফুলে লাল হয়ে আছে,Yes
"আজ বাজারে গিয়ে বেশ কিছু সস্তা জিনিস পেয়েছি, যা অনেক কাজে আসবে!",No
আমার মেয়ের হাত মচকে গিয়েছে নাড়াতে পারছে না,Yes
আজ আমি অনেক দুঃখিত বোধ করছি।,No
আজ আমি অনেক নিঃসঙ্গ বোধ করছি।,No
স্কুলে আজ একে অপরকে ভুল বুঝে কিছু সময় খারাপ কাটলো!,No
আমার ছেলের মাথায় কয়েকটি টিউমারের মত দলা পেকে আছে আর ব্যথা করে চাপ দিলে,Yes
আমার মেয়ের ১৬ বছর বয়স কিন্তু ওর এখনো পিরিয়ড হচ্ছে না। আর অনেক বেশি সাদা স্রাব হয়। সাথে দুর্গন্ধও হয় অনেক,Yes
"নদীর তীরে বৃষ্টির ফোঁটাগুলো পড়ছিল, এটা দেখে খুব ভালো লাগলো!",No
"আজ ভারতে ঐতিহাসিক দুর্গগুলো ঘুরে দেখলাম, সেগুলোর ইতিহাস জানার পর মনটা খুব ভালো লাগলো!",No
সবাই আমাকে ঠকাচ্ছে | বিশ্বাস করার মতো কেউ নেই। | আমি একাকী বোধ করছি।,No
আমার ছেলের গত সাত দিন যাবত অনেক জ্বর। খাবারের স্বাদ তিতা লাগে। ,Yes
"তুমি বারবার একই ভুল করছো, এটা মেনে নেওয়া যায় না!",No
আমি প্রেগন্যান্ট জানার ২ মাসের মধ্যেই বাচ্চা নষ্ট হয়ে যায়। আর এখন পিরিয়ড হলে রক্তক্ষরণ বন্ধ হতে চায় না। প্রায় এক মাস টানা পিরিয়ড চলে,Yes
"আমার ঠিকমত ঘুম হয় না, মাঝে মাঝে বাজে স্বপ্ন দেখি",Yes
আমার মায়ের স্তন ফুলে আছে আর অনেক ব্যথা পায়,Yes
আমার মনটা আজ খুবই উত্তপ্ত। সবকিছু যেন ভেঙে পড়েছে।,No
আমার প্রচন্ড গলা ব্যথা আর গলা ভেঙ্গে গিয়েছে। আমার কণ্ঠ অনেক কর্কশ হয়ে গিয়েছে।,Yes
"আজকের টিভি শোটি সেভাবে ভালো ছিল না, খুব মন খারাপ লাগলো!",No
আমার অনেক ঘন ঘন পায়খানা হচ্ছে,Yes
আমার মনটা আজ খুবই অস্থির। সবকিছু যেন বিপর্যস্ত।,No
আমার সবসময় প্রেসার অনেক বেশি থাকে,Yes
"কিছু মানুষ শুধু মজা নেয়, কিন্তু অনুভূতি বোঝে না!",No
"আমার নাক, গাল, থুতনি আর কপালে চুল্কায় আর লাল হয়ে যায়।",Yes
